departamento,municipio,codigo_dane_municipio,latitud,longitud,altitud_msnm,radiacion_kWhm2_dia,viento_ms,temperatura_C,humedad_relativa_pct,nubosidad_pct,tipo_red,demanda_kWh_mes,relieve_indice,potencial
ANTIOQUIA,CAREPA,5147,7.755148,-76.652652,39.0,4.287316666666666,1.485,25.7475,88.37916666666666,37.1675968783967,ZNI,,,desconocido
ANTIOQUIA,EL CARMEN DE VIBORAL,5148,6.082885,-75.333901,2152.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,CAROLINA,5150,6.725995,-75.283192,1783.0,4.926316666666667,0.8191666666666667,20.826666666666668,84.425,30.24025866748483,ZNI,,,solar
ANTIOQUIA,CAUCASIA,5154,7.977278,-75.197996,49.0,4.669125,0.7533333333333333,27.10166666666667,82.49083333333333,31.04978045995117,ZNI,,,solar
ANTIOQUIA,CHIGORODÓ,5172,7.666147,-76.681531,33.0,4.287316666666666,1.0425,25.454166666666666,90.6525,37.1675968783967,ZNI,,,desconocido
ANTIOQUIA,CISNEROS,5190,6.537829,-75.087047,1035.0,4.926316666666667,0.8191666666666667,20.826666666666668,84.425,30.24025866748483,ZNI,,,solar
ANTIOQUIA,COCORNÁ,5197,6.058295,-75.185483,1281.0,4.926316666666667,0.77,21.704166666666666,82.2825,30.24025866748483,ZNI,,,solar
ANTIOQUIA,CONCEPCIÓN,5206,6.394348,-75.257587,1829.0,4.926316666666667,0.8191666666666667,20.826666666666668,84.425,30.24025866748483,ZNI,,,solar
ANTIOQUIA,CONCORDIA,5209,6.045738,-75.908448,1934.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,COPACABANA,5212,6.348557,-75.509384,1407.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,DABEIBA,5234,6.998112,-76.261614,410.0,4.133583333333333,1.6075,20.925833333333333,89.63083333333333,40.6809557920467,ZNI,,,desconocido
ANTIOQUIA,DONMATÍAS,5237,6.485603,-75.39263,2173.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,EBÉJICO,5240,6.325615,-75.766413,1176.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,EL BAGRE,5250,7.5975,-74.799097,63.0,4.987008333333333,0.8116666666666666,25.17333333333333,85.34416666666668,26.14392555659773,ZNI,,,solar
ANTIOQUIA,ENTRERRÍOS,5264,6.566273,-75.517685,2295.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,ENVIGADO,5266,6.166695,-75.582192,1582.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,FREDONIA,5282,5.928039,-75.675072,1969.0,4.785566666666667,0.7374999999999999,17.685,87.97250000000001,31.97690189226805,ZNI,,,solar
ANTIOQUIA,FRONTINO,5284,6.776066,-76.130765,1350.0,4.133583333333333,1.6075,20.925833333333333,89.63083333333333,40.6809557920467,ZNI,,,desconocido
ANTIOQUIA,GIRALDO,5306,6.680808,-75.952158,1968.0,4.926316666666667,1.475833333333333,20.331666666666667,90.39583333333331,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GIRARDOTA,5308,6.379472,-75.444238,1361.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GÓMEZ PLATA,5310,6.683269,-75.220018,1813.0,4.926316666666667,0.8191666666666667,20.826666666666668,84.425,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GRANADA,5313,6.142892,-75.184446,2069.0,4.926316666666667,0.77,21.704166666666666,82.2825,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GUADALUPE,5315,6.815069,-75.239862,1871.0,4.926316666666667,0.8158333333333333,22.218333333333334,85.71416666666666,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GUARNE,5318,6.27787,-75.441612,2133.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,GUATAPÉ,5321,6.232461,-75.160041,1888.0,4.926316666666667,0.77,21.704166666666666,82.2825,30.24025866748483,ZNI,,,solar
ANTIOQUIA,HELICONIA,5347,6.206757,-75.734322,1372.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,HISPANIA,5353,5.799461,-75.906587,977.0,4.785566666666667,0.7374999999999999,17.685,87.97250000000001,31.97690189226805,ZNI,,,solar
ANTIOQUIA,ITAGÜÍ,5360,6.175079,-75.612056,1572.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,ITUANGO,5361,7.171629,-75.764673,1587.0,4.669125,1.2275,17.845,89.19916666666667,31.04978045995117,ZNI,,,solar
ANTIOQUIA,JARDÍN,5364,5.597542,-75.818982,1777.0,4.785566666666667,0.7416666666666667,17.756666666666668,87.43666666666667,31.97690189226805,ZNI,,,solar
ANTIOQUIA,JERICÓ,5368,5.789748,-75.785499,1975.0,4.785566666666667,0.7374999999999999,17.685,87.97250000000001,31.97690189226805,ZNI,,,solar
ANTIOQUIA,LA CEJA,5376,6.028062,-75.429433,2136.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,LA ESTRELLA,5380,6.145238,-75.637708,1765.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,LA PINTADA,5390,5.743808,-75.60781,584.0,4.785566666666667,0.7416666666666667,17.756666666666668,87.43666666666667,31.97690189226805,ZNI,,,solar
ANTIOQUIA,LA UNIÓN,5400,5.973845,-75.360874,2476.0,4.785566666666667,0.7374999999999999,17.685,87.97250000000001,31.97690189226805,ZNI,,,solar
ANTIOQUIA,LIBORINA,5411,6.677316,-75.812838,702.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,MACEO,5425,6.552116,-74.78716,928.0,5.282691666666667,0.8191666666666667,20.826666666666668,84.425,21.929511273565627,ZNI,,,solar
ANTIOQUIA,MARINILLA,5440,6.173995,-75.339345,2082.0,4.926316666666667,0.7374999999999999,17.685,87.97250000000001,30.24025866748483,ZNI,,,solar
ANTIOQUIA,MONTEBELLO,5467,5.946313,-75.523455,2330.0,4.785566666666667,0.7374999999999999,17.685,87.97250000000001,31.97690189226805,ZNI,,,solar
ANTIOQUIA,MURINDÓ,5475,6.97771,-76.817485,4.0,4.133583333333333,1.1708333333333334,24.98,91.48916666666666,40.6809557920467,ZNI,,,desconocido
ANTIOQUIA,MUTATÁ,5480,7.242875,-76.435875,131.0,4.287316666666666,1.6075,20.925833333333333,89.63083333333333,37.1675968783967,ZNI,,,desconocido
ANTIOQUIA,NARIÑO,5483,5.610777,-75.176262,1647.0,4.785566666666667,0.7158333333333333,21.468333333333334,81.18416666666667,31.97690189226805,ZNI,,,solar
ANTIOQUIA,NECOCLÍ,5490,8.434526,-76.787271,11.0,4.801733333333334,2.145,26.63416666666667,86.28583333333334,28.126282439082186,ZNI,,,solar
ANTIOQUIA,NECHÍ,5495,8.094129,-74.77647,31.0,5.044575,0.7533333333333333,27.10166666666667,82.49083333333333,24.20100072124054,ZNI,,,solar
ANTIOQUIA,OLAYA,5501,6.626492,-75.811773,513.0,4.926316666666667,1.0266666666666666,16.413333333333334,88.39999999999999,30.24025866748483,ZNI,,,solar
ANTIOQUIA,PEÑOL,5541,6.219349,-75.242693,1959.0,4.926316666666667,0.77,21.704166666666666,82.2825,30.24025866748483,ZNI,,,solar
ANTIOQUIA,PEQUE,5543,7.021029,-75.910357,1208.0,4.669125,1.2275,17.845,89.19916666666667,31.04978045995117,ZNI,,,solar
